puma,year,mergeid,estimate_black_females,estimate_total_pop,percent_black_only,percent_black_women,quantile_black_women,gini_index,percent_second_mortgage,percent_owner_occupied,percent_renter_occupied,percent_vacant_housing,homeowner_vacancy_rate,rental_vacancy_rate,percent_same_house_1_year,percent_no_plumbing,percent_no_kitchen,percent_overcrowding,avg_household_size,percent_owner_cost_burdent,rent_median_dollars,percent_renter_cost_burden,median_value_home,median_income,percent_below_poverty,percent_units_mortgage,percent_hispanic,percent_white_only,percent_american_indian,percent_asian,percent_hawaiian,percent_other_race,percent_twomore_races,disability_status,total_housing_units,num_renter_occupied,num_owner_occupied,num_total_occupied,percent_born_us,english_prof,percent_college,percent_uninsured,percent_unemployed
3603702,2012,3603702 _ 2012,56950,143996,70.9,39.5497097141587,5,0.4323,15.0,37.4,62.6,7.9,2.2,5.8,90.4,0.8,1.1,2.3,3.03,60.8,1115,48.7,404600,46247,16.8,72.4,20.6,11.4,0.4,2.1,0.0,13.1,2.1,11.0,51073,29439,17622,47061,56.2,8.0,21.6,15.0,9.4
3603703,2012,3603703 _ 2012,19616,116642,29.6,16.8172699370724,4,0.4412,14.4,47.5,52.5,6.1,1.2,1.7,91.2,0.7,1.0,0.8,2.46,39.8,1038,40.0,348000,53032,10.6,49.8,33.4,46.3,0.4,2.2,0.0,18.5,3.1,13.6,49173,24222,21959,46181,74.2,11.0,24.3,9.2,6.3
3603704,2012,3603704 _ 2012,15067,127421,22.5,11.824581505403302,3,0.4516,18.9,30.2,69.8,6.4,1.3,2.9,88.6,0.4,0.7,3.6,2.8,48.2,1091,45.5,446000,45502,16.5,66.8,42.3,35.5,0.3,9.3,0.0,29.0,3.4,13.2,47252,30876,13331,44207,58.2,21.6,23.7,15.3,7.3
3603705,2012,3603705 _ 2012,30881,157860,35.4,19.5622703661472,4,0.4881,12.2,7.6,92.4,8.4,7.4,4.6,87.9,0.9,1.2,4.0,2.9,59.5,861,53.3,372100,21591,40.7,68.0,63.3,15.1,0.5,0.9,0.0,44.6,3.4,15.4,57049,48279,3968,52247,59.8,28.6,10.1,15.9,9.6
3603706,2012,3603706 _ 2012,15613,124407,22.2,12.5499369006567,3,0.4755,8.6,7.8,92.2,7.3,6.8,2.7,86.9,0.8,1.3,5.4,2.84,36.5,1077,55.8,248000,30777,30.0,72.0,64.3,17.0,0.5,6.5,0.0,50.1,3.7,12.7,46410,39680,3364,43044,51.5,31.6,16.3,19.7,9.0
3603707,2012,3603707 _ 2012,23817,132517,34.0,17.9727883969604,4,0.4716,24.9,3.8,96.2,8.4,11.2,3.6,84.8,1.2,1.4,6.4,3.05,67.4,992,54.4,416500,25833,37.1,58.8,67.8,12.7,0.6,1.3,0.1,47.6,3.7,14.9,46405,40897,1600,42497,51.8,34.2,11.4,19.5,12.3
3603708,2012,3603708 _ 2012,28712,140252,38.6,20.471722328380302,4,0.4574,20.4,7.0,93.0,6.4,6.2,3.2,88.5,0.8,0.9,6.7,2.94,44.0,979,51.0,234800,27413,34.4,43.0,62.4,14.9,0.8,1.2,0.0,42.2,2.3,14.2,50047,43552,3297,46849,52.4,35.1,12.0,17.2,9.3
3603709,2012,3603709 _ 2012,33943,182870,34.3,18.561273035489698,4,0.4612,14.3,21.2,78.8,8.3,1.9,2.1,88.6,0.8,0.8,3.7,2.9,49.7,1010,43.9,372400,38459,23.3,69.5,59.0,15.0,0.6,6.7,0.0,38.1,5.4,10.7,68394,49455,13275,62730,58.5,24.4,16.9,16.2,6.7
3603710,2012,3603710 _ 2012,27637,153997,35.6,17.946453502341,4,0.4888,11.0,6.4,93.6,7.9,4.8,4.8,82.6,1.2,1.3,3.8,2.96,47.7,734,48.7,348400,20589,40.2,69.3,69.4,24.2,0.6,0.9,0.0,35.8,2.8,18.0,51540,44432,3036,47468,60.5,35.6,8.1,17.3,8.2
3603801,2012,3603801 _ 2012,15147,211033,13.6,7.177550430501389,3,0.4847,10.6,9.4,90.6,5.4,2.6,1.4,86.9,0.5,0.9,4.0,2.85,22.6,1069,45.4,371700,39771,22.2,58.5,70.6,35.6,0.5,2.5,0.1,42.9,4.8,11.9,77091,66099,6842,72941,48.1,40.6,29.7,19.1,9.8
3603802,2012,3603802 _ 2012,21062,129698,30.2,16.239263519869198,4,0.5759,15.2,13.4,86.6,8.7,3.7,3.1,82.8,1.0,1.2,2.6,2.51,24.1,1084,45.3,594900,39153,22.7,54.8,39.5,36.6,0.2,7.4,0.0,15.2,10.4,11.4,51445,40696,6278,46974,63.0,20.9,42.2,14.8,5.4
3603803,2012,3603803 _ 2012,44626,124887,65.8,35.73310272486329,5,0.5443,17.4,13.8,86.2,12.8,4.2,4.9,89.2,1.6,1.7,2.3,2.36,33.4,835,38.7,621000,36298,24.5,70.3,21.3,16.2,0.4,3.1,0.2,9.7,4.7,13.4,59331,44580,7129,51709,75.7,11.9,33.8,14.0,8.0
3603804,2012,3603804 _ 2012,23688,121701,35.2,19.4640964330614,4,0.5732,9.4,6.7,93.3,8.5,7.7,3.6,87.8,0.8,1.1,3.8,2.58,21.2,779,36.3,518500,31329,26.8,52.0,47.7,29.4,0.3,6.8,0.0,24.8,3.5,14.4,49217,42024,3033,45057,66.2,22.6,27.4,17.1,7.0
3603805,2012,3603805 _ 2012,3917,217888,3.3,1.79771258628286,2,0.5697,12.4,33.9,66.1,16.2,2.4,5.1,84.0,0.3,0.4,1.7,1.85,24.7,1883,32.5,1000001,103472,3.3,52.0,7.3,84.6,0.1,8.7,0.1,1.3,1.9,6.8,138268,76619,39260,115879,75.8,5.7,78.1,5.6,3.9
3603806,2012,3603806 _ 2012,10540,195925,9.2,5.37960954446855,3,0.5772,12.5,31.4,68.6,13.7,3.1,3.8,85.7,1.6,2.5,1.4,1.93,22.7,1697,32.5,953000,98009,6.0,61.8,13.7,76.5,0.4,7.8,0.0,2.6,3.5,9.3,114786,67961,31149,99110,75.8,7.1,74.9,6.8,4.4
3603807,2012,3603807 _ 2012,4289,140458,6.1,3.0535818536502,2,0.5845,16.9,23.5,76.5,16.5,1.6,3.8,77.9,1.2,2.6,2.2,1.68,27.7,1814,34.1,833300,85841,6.9,61.2,15.2,71.8,0.5,13.5,0.0,4.0,4.0,8.4,96127,61420,18877,80297,71.4,9.3,70.3,10.0,6.0
3603808,2012,3603808 _ 2012,2528,145847,3.5,1.73332327713289,1,0.5227,14.1,30.6,69.4,15.9,2.8,2.7,78.5,0.3,1.2,1.8,1.75,25.4,2001,33.9,731400,100530,4.0,57.6,7.5,78.1,0.2,13.8,0.0,2.4,2.0,7.2,95888,55979,24646,80625,75.5,6.5,78.4,5.6,4.8
3603809,2012,3603809 _ 2012,6456,164548,7.7,3.92347521695797,2,0.5624,17.7,12.5,87.5,8.0,1.4,3.0,85.1,0.7,1.2,3.8,2.21,27.5,925,39.4,629700,41484,25.6,50.6,24.3,42.8,0.4,33.9,0.0,11.8,3.4,12.7,76787,61769,8860,70629,57.4,29.9,39.5,11.8,5.2
3603810,2012,3603810 _ 2012,1721,144750,2.3,1.1889464594127799,1,0.5645,16.8,27.2,72.8,14.8,4.1,4.5,75.7,0.7,0.9,2.8,1.82,29.0,2001,33.2,1000001,107179,4.5,57.6,6.7,76.7,0.1,15.4,0.0,2.4,3.0,5.9,87879,54501,20409,74910,74.3,7.6,79.1,6.3,4.2
3603901,2012,3603901 _ 2012,959,163210,1.4,0.587586544942099,1,0.3962,21.8,81.0,19.0,4.8,1.6,4.7,94.7,0.6,0.6,0.4,2.86,37.3,1241,39.6,479800,86757,4.1,72.7,9.6,92.6,0.1,4.2,0.0,0.8,1.0,9.0,59556,10770,45927,56697,85.1,6.9,29.6,4.6,4.1
3603902,2012,3603902 _ 2012,2925,132232,3.8,2.21202129590417,2,0.4275,19.1,72.9,27.1,6.5,2.1,6.7,94.0,0.5,0.8,0.5,2.78,40.8,1135,45.3,458400,74336,6.8,69.9,12.7,80.2,0.2,12.0,0.0,2.6,1.3,10.7,49711,12606,33850,46456,71.7,14.9,31.3,7.4,4.0
3603903,2012,3603903 _ 2012,22238,172932,24.0,12.8593898179631,3,0.4581,19.6,55.1,44.9,10.3,4.0,8.7,92.6,0.8,1.3,2.1,2.77,39.6,1133,49.0,392900,58243,15.7,73.1,27.7,56.4,0.3,7.9,0.0,8.2,3.2,9.9,67463,27200,33322,60522,73.5,13.3,26.5,10.7,5.0
3604001,2012,3604001 _ 2012,3939,143575,5.1,2.74351384293923,2,0.5018,16.0,16.1,83.9,8.8,4.5,3.0,89.4,1.8,1.7,8.2,2.48,49.7,1188,42.0,667000,46513,27.1,59.0,25.5,79.5,0.4,5.3,0.1,7.6,2.0,7.9,62999,48215,9268,57483,70.1,25.6,39.7,14.4,4.5
3604002,2012,3604002 _ 2012,17030,133064,22.9,12.7983526723982,3,0.4671,13.5,14.0,86.0,10.9,3.4,5.6,87.4,0.8,2.1,5.0,3.06,61.0,1129,50.2,488500,36135,29.1,73.8,67.0,37.4,0.5,3.9,0.0,32.5,2.8,9.4,48295,37018,6031,43049,53.6,39.6,17.1,25.1,7.6
3604003,2012,3604003 _ 2012,47600,134426,64.0,35.4098165533453,5,0.4955,14.4,21.4,78.6,14.4,5.4,5.6,89.1,1.3,1.3,3.3,2.74,54.0,1003,45.7,598800,36064,27.4,74.2,19.9,22.5,0.3,2.8,0.0,8.5,2.0,11.1,56738,38193,10392,48585,76.0,12.3,22.5,13.8,8.3
3604004,2012,3604004 _ 2012,21074,122526,30.3,17.1996147756395,4,0.5439,17.8,30.5,69.5,11.6,2.7,4.3,84.0,0.8,0.9,2.2,2.14,27.4,1368,34.0,665200,70645,14.5,68.5,17.4,49.9,0.2,7.3,0.0,8.0,4.3,9.3,60025,36879,16181,53060,76.4,9.9,57.6,11.4,6.3
3604005,2012,3604005 _ 2012,5594,112286,8.8,4.981921165595,3,0.4852,21.5,34.3,65.7,8.2,2.1,2.8,83.6,0.3,1.0,1.6,2.28,26.2,1677,31.2,896800,88635,7.6,71.6,18.9,70.3,0.4,6.3,0.0,10.2,4.0,7.1,53049,31986,16710,48696,78.2,8.8,66.7,10.3,5.7
3604006,2012,3604006 _ 2012,47307,120579,68.6,39.233199810912396,5,0.5083,15.0,18.2,81.8,10.8,4.7,5.5,88.0,1.0,0.8,2.7,2.35,48.8,1061,43.9,601400,40940,23.6,73.3,11.7,19.6,0.2,3.0,0.2,6.3,2.2,10.3,56273,41093,9119,50212,65.9,7.5,32.5,15.7,7.7
3604007,2012,3604007 _ 2012,54240,117097,79.8,46.320571833608,5,0.5155,14.4,19.0,81.0,10.2,2.4,4.7,91.3,0.8,1.0,2.1,2.73,46.8,860,49.0,408600,27231,34.8,75.3,21.6,6.8,0.3,0.9,0.1,10.8,1.4,10.9,46592,33899,7944,41843,68.4,8.3,11.1,13.8,8.5
3604008,2012,3604008 _ 2012,48539,152304,55.6,31.8698130055678,5,0.4979,12.9,23.1,76.9,11.4,4.2,6.7,92.4,0.8,0.6,5.0,2.96,61.1,1036,48.2,441700,33512,29.0,79.7,37.8,29.6,0.2,3.6,0.2,9.3,1.5,10.1,57311,39040,11743,50783,60.8,14.8,12.7,13.1,6.3
3604009,2012,3604009 _ 2012,72352,205516,63.0,35.2050448626871,5,0.4155,19.5,58.7,41.3,6.4,1.5,3.1,94.4,0.6,0.6,4.0,3.02,51.7,1196,41.2,489900,63621,9.9,77.7,8.3,29.0,0.1,3.2,0.1,3.4,1.2,8.1,72032,27810,39597,67407,57.8,14.0,28.0,9.6,6.1
3604010,2012,3604010 _ 2012,70307,138867,91.3,50.62901913341539,5,0.4405,14.4,34.0,66.0,9.2,1.1,4.2,93.1,0.6,0.7,3.4,2.84,53.4,1105,47.9,438700,47114,12.9,73.4,6.4,2.8,0.1,1.7,0.0,2.5,1.5,8.2,53384,32023,16471,48494,46.0,8.9,19.4,15.9,7.5
3604011,2012,3604011 _ 2012,45016,110640,73.9,40.686912509038294,5,0.4568,24.7,15.9,84.1,7.0,3.1,3.1,90.5,0.8,1.0,4.4,2.66,50.6,1069,50.8,573500,39818,19.0,71.8,9.2,17.4,0.2,1.9,0.0,5.0,1.5,9.1,43719,34219,6459,40678,54.6,12.2,22.7,15.7,9.9
3604012,2012,3604012 _ 2012,2706,148986,4.2,1.81627803954734,2,0.4783,17.0,26.5,73.5,6.4,2.3,3.0,86.3,0.9,1.2,6.9,3.1,49.0,1177,48.7,621300,43121,23.6,58.2,41.2,42.3,1.3,31.0,0.0,18.9,2.3,8.1,50319,34627,12461,47088,47.2,47.1,24.4,21.3,6.5
3604013,2012,3604013 _ 2012,1120,129037,1.8,0.867968102172245,1,0.4651,15.9,39.0,61.0,6.1,1.7,3.1,91.1,0.3,0.8,3.3,2.57,39.5,1229,43.0,642700,55733,12.2,57.0,13.7,69.6,0.4,22.0,0.1,4.4,1.8,9.0,53177,30489,19467,49956,60.3,27.1,36.4,10.8,5.1
3604014,2012,3604014 _ 2012,2132,161943,2.5,1.31651260011239,1,0.4814,23.0,32.0,68.0,6.9,1.5,3.5,93.6,0.5,0.9,5.7,3.41,58.4,1200,57.9,655700,40241,25.3,56.7,11.0,76.2,0.1,13.9,0.0,6.3,0.9,9.0,50463,31949,15020,46969,63.6,32.7,24.7,11.3,4.5
3604015,2012,3604015 _ 2012,31925,156608,35.9,20.3852932161831,4,0.4893,22.8,23.3,76.7,6.7,1.6,4.0,93.3,1.0,1.1,5.7,2.78,42.6,1126,48.7,615500,43039,17.7,62.6,14.9,44.7,0.2,8.9,0.1,8.2,1.9,9.3,59917,42891,13021,55912,52.3,27.9,32.3,14.8,6.0
3604016,2012,3604016 _ 2012,3047,143484,3.8,2.12358172339773,2,0.4694,20.8,46.4,53.6,7.7,2.9,3.9,93.7,0.3,0.9,1.9,2.56,46.0,1088,44.6,560100,49667,11.7,53.9,7.2,77.4,0.1,15.8,0.1,1.9,1.0,12.5,60169,29761,25766,55527,53.0,33.7,35.2,7.6,4.8
3604017,2012,3604017 _ 2012,957,176969,1.2,0.540772677700614,1,0.4579,13.9,36.8,63.2,6.9,3.0,3.9,92.9,0.3,1.1,3.0,2.83,50.2,1096,46.7,629100,43021,14.0,48.7,13.2,55.9,0.4,36.9,0.0,4.5,1.1,9.8,66807,39300,22880,62180,44.9,48.6,21.8,13.9,5.5
3604018,2012,3604018 _ 2012,8026,104833,13.1,7.65598618755545,3,0.5068,17.1,29.4,70.6,7.2,5.1,3.9,92.8,0.8,0.9,2.9,2.33,38.8,873,44.8,413500,32845,17.8,47.0,14.9,66.6,0.4,13.3,0.0,4.7,1.8,19.1,47504,31121,12952,44073,45.6,46.9,29.5,10.9,6.2
3604101,2012,3604101 _ 2012,7335,169159,7.6,4.336157106627491,2,0.4493,15.7,19.8,80.2,7.6,1.5,2.7,87.9,0.5,0.8,2.6,2.31,48.7,1302,39.4,598300,51092,14.5,48.7,28.8,66.6,0.6,12.7,0.0,10.0,2.5,9.8,79050,58622,14430,73052,55.1,26.1,37.9,18.5,6.8
3604102,2012,3604102 _ 2012,6334,178553,6.7,3.54740609230873,2,0.4268,16.5,34.3,65.7,7.5,2.2,2.9,89.3,1.2,1.6,7.6,3.27,52.3,1275,51.3,420200,49012,16.5,63.0,64.4,44.2,0.6,17.6,0.0,27.6,3.2,7.9,58696,35651,18641,54292,35.1,49.4,20.2,31.0,6.0
3604103,2012,3604103 _ 2012,3631,249296,2.5,1.45650150824722,1,0.4572,15.6,47.8,52.2,6.6,2.0,3.7,89.4,0.3,0.9,3.5,2.79,44.8,1344,50.2,546700,54164,10.9,52.8,16.7,38.2,0.5,48.8,0.0,7.3,2.6,9.7,94545,46110,42210,88320,43.8,41.5,31.6,19.5,6.0
3604104,2012,3604104 _ 2012,1751,119965,2.5,1.45959238111116,1,0.4179,18.2,71.0,29.0,4.7,1.1,4.4,90.6,0.3,0.6,0.6,2.7,40.2,1500,45.8,576500,76587,6.1,59.1,11.5,53.1,0.2,38.1,0.1,3.7,2.3,8.8,46299,12798,31339,44137,56.7,27.3,44.0,11.5,4.9
3604105,2012,3604105 _ 2012,63857,199395,58.6,32.0253767647133,5,0.3788,19.7,73.2,26.8,6.1,1.6,4.2,91.0,0.5,0.8,0.9,3.23,43.6,1379,42.4,427800,76957,6.3,72.0,11.0,18.4,0.3,15.1,0.0,3.9,3.7,9.5,64994,16369,44633,61002,56.3,11.8,30.0,11.4,6.2
3604106,2012,3604106 _ 2012,10750,151944,12.7,7.07497499078608,3,0.447,18.6,47.4,52.6,5.8,2.0,3.4,89.2,2.8,5.1,2.2,2.7,42.5,1275,44.2,500300,58747,10.5,60.6,18.0,40.1,0.3,32.8,0.0,10.0,3.9,9.8,58058,28796,25916,54712,51.3,24.5,41.6,12.7,6.6
3604107,2012,3604107 _ 2012,5908,139100,7.7,4.24730409777139,2,0.4406,11.5,23.4,76.6,6.2,3.3,2.0,90.5,0.9,1.8,8.7,3.16,58.7,1301,52.1,480000,44523,18.1,56.8,50.9,42.7,0.4,33.7,0.2,13.3,1.9,8.6,46678,33545,10254,43799,32.2,54.6,20.8,28.7,4.7
3604108,2012,3604108 _ 2012,1545,112194,2.8,1.3770789881811898,1,0.4613,11.8,46.2,53.8,6.4,1.6,2.5,90.7,0.4,0.5,1.7,2.18,25.2,1370,45.1,347000,65694,6.9,57.0,13.4,64.0,0.2,26.2,0.0,4.3,2.6,10.8,54703,27563,23663,51226,48.3,26.6,53.6,10.6,5.0
3604109,2012,3604109 _ 2012,1330,130922,2.1,1.01587204595102,1,0.4348,15.8,26.6,73.4,7.2,1.5,2.3,89.8,0.5,1.3,5.1,2.54,43.3,1340,43.2,463500,54227,9.2,57.3,33.0,49.7,0.3,35.8,0.1,9.7,2.4,7.6,55008,37480,13569,51049,40.8,39.5,34.5,21.9,4.9
3604110,2012,3604110 _ 2012,1407,168798,1.8,0.8335406817616321,1,0.4258,16.7,40.7,59.3,7.8,0.6,3.4,91.4,1.2,1.6,1.7,2.75,48.6,1258,44.7,537600,55571,11.4,56.7,36.0,82.5,0.2,7.2,0.0,6.5,1.8,8.0,66243,36222,24879,61101,58.9,24.6,21.7,17.1,4.7
3604111,2012,3604111 _ 2012,6920,147723,8.8,4.684443180818151,2,0.4149,19.1,45.6,54.4,8.0,2.5,3.9,89.4,1.7,2.3,2.5,3.29,51.4,1289,46.9,436600,57247,12.5,70.5,41.0,36.0,0.5,24.5,0.0,25.2,4.9,9.8,48646,24329,20404,44733,45.7,25.1,25.6,16.7,7.5
3604112,2012,3604112 _ 2012,82555,221656,67.0,37.2446493665861,5,0.4327,20.4,49.3,50.7,8.7,3.7,3.2,90.0,3.2,5.6,3.0,3.16,52.0,1125,49.3,396400,53261,13.0,73.6,16.6,5.2,0.5,10.5,0.1,13.3,3.4,11.5,75767,35089,34122,69211,57.2,13.9,19.5,15.6,9.2
3604113,2012,3604113 _ 2012,12102,130951,16.7,9.241624729860789,3,0.4237,21.2,65.1,34.9,5.6,0.7,2.9,91.8,1.3,1.5,1.3,3.26,54.7,1310,48.5,452300,61135,10.3,67.2,25.2,36.5,0.7,19.2,0.1,21.0,5.9,10.3,42517,14018,26111,40129,50.7,13.2,18.9,16.5,6.4
3604114,2012,3604114 _ 2012,26840,115352,41.9,23.267910396005302,4,0.4875,22.4,38.5,61.5,13.1,2.1,6.0,89.7,1.1,0.7,2.5,2.78,44.3,975,42.5,478500,48171,17.8,63.0,22.1,46.8,0.3,2.1,0.0,6.6,2.3,13.1,45518,24304,15244,39548,71.7,14.1,24.9,10.5,6.5
3603701,2013,3603701 _ 2013,8849,107008,14.9,8.269475179425841,3,0.4885,10.4,32.2,67.8,9.7,3.7,3.8,88.6,0.5,0.5,2.8,2.48,17.9,1192,41.4,308700,55027,13.6,52.2,45.0,45.6,0.4,5.0,0.1,29.8,4.1,11.7,45318,27739,13169,40908,63.4,20.3,37.2,12.5,7.2
3603702,2013,3603702 _ 2013,56197,143560,70.1,39.1453050989133,5,0.4375,13.4,36.8,63.2,7.9,2.2,5.4,90.1,0.7,1.0,2.5,3.02,58.8,1148,48.5,396400,47034,17.6,72.0,21.1,11.1,0.5,1.9,0.2,14.0,2.3,11.1,51048,29687,17321,47008,56.3,8.3,21.7,13.9,10.0
3603703,2013,3603703 _ 2013,20024,120376,29.3,16.6345450920449,4,0.4486,15.3,44.8,55.2,6.5,1.5,1.5,90.3,0.6,0.9,1.1,2.51,38.5,1075,39.2,351400,53541,10.3,49.3,34.6,44.8,0.5,2.7,0.0,19.6,3.2,13.8,49703,25670,20805,46475,73.5,11.0,24.5,8.8,6.6
3603704,2013,3603704 _ 2013,15367,127931,23.1,12.0119439385294,3,0.4527,17.2,29.0,71.0,6.6,1.1,3.2,90.2,0.1,0.5,3.4,2.83,45.2,1135,44.2,439300,46658,16.5,65.9,43.8,34.8,0.4,7.9,0.0,30.4,3.3,13.2,47117,31232,12755,43987,58.0,21.9,24.0,14.4,8.0
3603705,2013,3603705 _ 2013,31524,160304,35.4,19.665136241141802,4,0.489,14.9,7.2,92.8,8.4,9.4,4.2,87.0,1.0,1.1,5.5,2.91,57.8,885,52.2,385600,22145,40.4,69.6,62.7,14.7,0.5,0.9,0.1,45.1,3.5,14.7,57725,49052,3807,52859,59.6,28.3,10.6,15.6,9.9
3603706,2013,3603706 _ 2013,14671,124583,21.6,11.7760850196255,3,0.4762,11.0,7.3,92.7,7.2,5.6,2.6,87.3,0.8,1.3,6.1,2.86,38.4,1104,55.9,247000,31153,31.0,73.0,66.2,16.4,0.7,6.3,0.0,50.6,4.5,12.7,46232,39779,3143,42922,50.9,33.2,15.7,18.4,10.0
3603707,2013,3603707 _ 2013,23156,133514,32.8,17.3434995580988,4,0.4753,17.4,3.9,96.1,7.4,7.7,3.5,85.3,1.2,1.5,6.5,3.03,68.7,1011,56.3,413300,25600,38.4,62.5,68.1,12.3,0.8,1.6,0.1,48.5,4.0,15.0,46487,41367,1657,43024,51.0,35.6,12.4,18.9,12.3
3603708,2013,3603708 _ 2013,26858,139477,36.6,19.2562214558673,4,0.4623,19.6,7.1,92.9,6.5,5.0,3.3,88.8,0.8,0.9,7.5,2.93,40.8,1014,52.9,256900,27166,34.3,42.5,63.8,14.9,0.7,1.8,0.0,43.0,2.9,14.6,50026,43435,3327,46762,52.1,35.0,12.2,16.3,10.0
3603709,2013,3603709 _ 2013,34860,184534,34.7,18.890827706547302,4,0.4637,11.4,20.7,79.3,7.8,1.9,1.9,88.6,0.7,0.7,3.8,2.92,49.7,1048,45.5,367300,36711,25.5,68.3,57.8,16.9,0.5,7.3,0.0,35.0,5.5,11.9,68047,49794,12965,62759,58.7,24.9,16.7,15.4,7.9
3603710,2013,3603710 _ 2013,27609,156028,34.8,17.694900915220302,4,0.4874,10.9,6.6,93.4,7.2,5.7,3.8,83.1,0.9,0.9,4.1,2.97,48.8,773,47.5,330800,21663,39.6,76.1,69.1,21.1,0.5,0.8,0.0,39.9,2.8,16.9,51892,44979,3159,48138,61.2,35.0,8.7,17.4,8.3
3603801,2013,3603801 _ 2013,14804,211297,13.3,7.00625186349073,3,0.49,9.4,9.3,90.7,5.7,4.0,1.5,87.7,0.5,0.8,4.3,2.89,23.0,1099,46.9,369600,39281,23.9,58.0,70.8,35.9,0.5,2.5,0.2,42.8,4.7,11.5,76176,65143,6719,71862,48.4,40.0,30.7,18.0,10.1
3603802,2013,3603802 _ 2013,19787,130645,28.2,15.145623636572402,4,0.5704,11.5,13.5,86.5,8.4,2.9,3.5,82.7,0.8,1.1,2.6,2.55,25.1,1121,44.2,580600,40739,21.8,56.1,39.6,37.9,0.2,7.5,0.0,16.1,10.0,10.6,50981,40403,6301,46704,63.2,20.9,43.8,13.9,5.7
