puma,year,mergeid,estimate_black_females,estimate_total_pop,percent_black_only,percent_black_women,quantile_black_women,gini_index,percent_second_mortgage,percent_owner_occupied,percent_renter_occupied,percent_vacant_housing,homeowner_vacancy_rate,rental_vacancy_rate,percent_same_house_1_year,percent_no_plumbing,percent_no_kitchen,percent_overcrowding,avg_household_size,percent_owner_cost_burdent,rent_median_dollars,percent_renter_cost_burden,median_value_home,median_income,percent_below_poverty,percent_units_mortgage,percent_hispanic,percent_white_only,percent_american_indian,percent_asian,percent_hawaiian,percent_other_race,percent_twomore_races,disability_status,total_housing_units,num_renter_occupied,num_owner_occupied,num_total_occupied,percent_born_us,english_prof,percent_college,percent_uninsured,percent_unemployed
3604105,2016,3604105 _ 2016,63581,200852,57.9,31.655646944018503,5,0.3946,13.6,71.5,28.5,5.7,1.0,2.6,92.6,0.2,0.6,0.7,3.26,38.6,1474,43.8,423900,78303,6.6,69.9,11.7,16.6,0.2,15.1,0.1,6.3,3.8,9.7,64200,17268,43275,60543,56.6,12.4,28.4,8.5,5.4
3604106,2016,3604106 _ 2016,11802,162548,12.4,7.260624553977901,3,0.4499,13.3,46.4,53.6,5.5,1.2,1.9,89.9,0.1,0.5,2.4,2.84,41.2,1401,48.3,514400,62679,10.9,56.7,18.6,39.5,0.2,34.1,0.0,9.5,4.2,8.8,58541,29642,25666,55308,50.5,27.1,40.3,10.0,5.7
3604107,2016,3604107 _ 2016,6287,142289,8.7,4.4184722641947,2,0.4409,11.3,23.9,76.1,8.4,1.2,1.5,91.9,0.7,2.1,9.5,3.25,59.7,1393,56.0,480000,44865,17.2,50.7,50.7,36.7,0.6,33.4,0.0,18.2,2.4,10.1,47530,33127,10391,43518,35.7,51.2,21.3,21.9,3.9
3604108,2016,3604108 _ 2016,1718,114637,3.2,1.4986435444053798,1,0.4758,8.9,44.9,55.1,7.2,1.6,2.2,90.4,0.2,0.7,2.8,2.22,23.9,1504,44.9,354000,67596,8.5,54.0,15.7,61.9,0.3,27.3,0.1,4.1,3.1,11.1,55488,28387,23131,51518,47.6,25.2,54.8,7.5,3.7
3604109,2016,3604109 _ 2016,1066,139088,2.0,0.766421258483838,1,0.4552,11.2,27.9,72.1,9.1,1.1,2.7,90.1,0.2,0.9,4.5,2.64,38.3,1529,44.2,497200,60154,10.1,54.7,33.2,51.6,0.2,35.4,0.0,7.7,3.2,6.4,57567,37757,14581,52338,42.7,39.8,38.1,18.3,3.7
3604110,2016,3604110 _ 2016,1505,174240,2.0,0.8637511478420571,1,0.4377,11.1,41.7,58.3,8.2,0.2,3.3,92.3,0.4,0.6,1.5,2.82,43.3,1361,42.8,549800,62873,9.9,56.9,35.8,80.4,0.2,8.4,0.0,6.8,2.2,7.2,67008,35871,25649,61520,58.2,23.0,26.2,13.6,4.2
3604111,2016,3604111 _ 2016,5545,154987,6.5,3.57771942162891,2,0.4325,12.9,46.1,53.9,8.1,2.1,3.6,89.8,0.6,1.0,2.5,3.44,46.0,1422,48.3,440500,62333,13.6,70.6,41.8,38.5,0.6,26.5,0.0,22.5,5.4,9.1,48857,24204,20674,44878,45.6,26.2,26.1,13.7,5.2
3604112,2016,3604112 _ 2016,84620,239699,64.2,35.3026086883967,5,0.4257,12.1,48.4,51.6,6.7,2.3,2.6,91.5,0.2,0.3,3.4,3.31,48.1,1223,48.9,389400,55203,11.9,75.5,16.9,6.0,0.4,11.7,0.0,14.3,3.4,10.7,76434,36762,34538,71300,55.9,14.2,20.8,12.3,8.1
3604113,2016,3604113 _ 2016,11616,137073,15.9,8.474316605020679,3,0.4371,13.2,65.0,35.0,7.1,1.7,2.2,92.5,0.4,0.3,1.9,3.46,44.4,1405,50.8,437900,65373,11.4,66.3,25.7,33.3,0.9,21.3,0.1,22.5,6.2,11.3,42560,13846,25690,39536,51.2,13.5,20.7,11.2,6.5
3604114,2016,3604114 _ 2016,25707,121517,37.7,21.155064723454302,4,0.4954,15.1,36.7,63.3,11.7,1.8,4.0,91.3,1.2,0.9,1.8,2.86,42.4,1069,45.8,444000,49451,16.6,64.0,23.5,47.7,0.4,3.9,0.0,7.9,2.4,17.5,45914,25658,14906,40564,70.5,13.1,27.0,8.5,5.4
3603701,2017,3603701 _ 2017,9319,111182,15.5,8.381752441942039,3,0.4921,9.570605187319881,32.3,67.7,6.7,1.7,2.6,88.3,0.5,0.9,3.8,2.49,20.6,1334,45.1,287300,60118,14.9,48.6,48.1,43.6,0.7,4.6,0.1,30.9,4.6,12.5,45431,28699,13675,42374,61.6,21.7,39.9,8.5,5.6
3603702,2017,3603702 _ 2017,55755,147447,68.4,37.8135872550815,5,0.4587,9.42887029288703,38.6,61.4,6.7,1.8,3.4,90.3,0.3,0.5,3.9,3.01,49.0,1269,51.4,404400,50526,16.5,72.2,22.9,12.8,0.6,3.1,0.1,12.3,2.6,13.6,51996,29769,18726,48495,54.4,9.7,22.7,10.1,7.1
3603703,2017,3603703 _ 2017,22179,122586,30.9,18.0926043757036,4,0.4411,8.70391517128874,45.6,54.4,4.9,1.6,1.4,90.8,0.4,0.3,1.7,2.49,31.8,1162,39.2,349500,58739,9.5,49.2,38.4,41.3,0.4,3.4,0.0,20.5,3.4,15.9,49998,25879,21672,47551,71.0,12.7,26.6,6.7,4.9
3603704,2017,3603704 _ 2017,16783,129590,24.3,12.950844972605902,3,0.4737,8.40948693126815,30.4,69.6,5.5,1.5,2.3,90.8,0.5,0.7,4.4,2.84,46.7,1252,47.6,436900,48948,17.9,64.2,46.7,33.2,0.9,8.2,0.1,30.0,3.3,14.2,47092,30992,13526,44518,57.0,24.0,24.1,10.7,6.7
3603705,2017,3603705 _ 2017,33390,174875,35.5,19.093638313080803,4,0.5186,8.09302325581395,7.1,92.9,5.8,5.0,1.8,89.6,0.7,0.6,5.2,2.92,56.2,973,50.5,386500,24916,37.8,68.5,63.3,13.8,0.5,0.9,0.1,46.2,3.0,15.1,60933,53353,4064,57417,60.6,26.4,13.3,10.9,8.2
3603706,2017,3603706 _ 2017,12740,133339,18.3,9.55459392975798,3,0.4751,8.35680751173709,6.4,93.6,4.6,2.5,2.3,89.5,0.7,1.4,7.7,2.91,36.0,1204,55.3,217300,33825,30.4,61.4,71.3,18.0,0.8,5.8,0.0,52.2,4.7,13.3,47286,42223,2899,45122,49.3,36.8,16.6,12.5,8.6
3603707,2017,3603707 _ 2017,24186,140324,33.0,17.235825660614,4,0.49200000000000005,7.85806451612903,3.8,96.2,5.0,4.8,2.4,91.7,0.4,0.7,7.6,3.03,52.7,1117,59.3,423900,26482,37.7,70.2,68.4,10.0,0.4,1.7,0.0,52.2,2.6,14.2,47649,43549,1735,45284,51.6,36.2,13.1,12.6,7.7
3603708,2017,3603708 _ 2017,27305,144614,35.1,18.8812977996598,4,0.4922,19.4871794871795,7.4,92.6,4.6,2.4,2.2,93.0,0.6,0.7,8.3,2.9,39.1,1114,55.8,198800,28190,34.4,42.0,65.5,11.5,0.6,1.8,0.0,47.4,3.6,15.4,51413,45407,3619,49026,51.5,36.2,15.0,13.6,6.6
3603709,2017,3603709 _ 2017,35385,190848,34.1,18.5409330985916,4,0.4715,10.6670493685419,21.9,78.1,5.4,1.2,2.3,92.5,0.4,0.5,4.5,2.92,47.4,1141,48.8,362700,37826,24.8,65.4,58.1,24.4,0.9,7.1,0.0,29.0,4.5,15.3,68500,50618,14215,64833,58.0,25.4,16.6,10.5,7.2
3603710,2017,3603710 _ 2017,26384,161041,33.2,16.3834054681727,4,0.5272,12.7692307692308,7.0,93.0,6.4,6.3,1.9,87.6,0.7,0.7,4.1,2.95,45.2,899,48.2,352600,24160,38.2,70.6,67.5,12.0,0.7,0.7,0.1,50.6,2.7,15.3,54190,47209,3527,50736,61.0,30.4,10.3,13.5,5.9
3603801,2017,3603801 _ 2017,15939,221929,13.5,7.182026684209809,3,0.479,15.283333333333301,9.2,90.8,5.4,4.5,1.6,89.1,0.3,0.4,5.2,2.88,14.6,1244,45.2,420500,47496,19.5,52.7,69.2,35.6,0.8,2.7,0.1,39.5,7.7,12.7,80024,68781,6957,75738,49.8,36.7,32.8,10.7,6.8
3603802,2017,3603802 _ 2017,17428,131494,26.1,13.2538366769586,3,0.5799,7.95841584158416,15.4,84.6,9.7,2.4,4.1,85.4,0.8,1.3,2.9,2.54,18.2,1248,44.6,630400,47781,18.5,55.1,38.0,39.5,0.5,8.5,0.0,14.7,10.5,10.5,52313,39972,7290,47262,62.9,19.9,45.1,10.6,4.1
3603803,2017,3603803 _ 2017,46189,138401,60.6,33.3733137766346,5,0.5669,6.45100502512563,13.3,86.7,9.2,3.1,4.0,89.8,0.6,1.0,1.8,2.41,33.2,1017,39.5,674500,43430,23.1,68.8,23.5,19.6,0.4,3.5,0.1,11.6,4.2,12.2,61871,48708,7466,56174,73.8,11.0,37.6,9.4,6.9
3603804,2017,3603804 _ 2017,24549,125720,35.3,19.526726057906497,4,0.6073,32.8148148148148,7.1,92.9,6.6,7.1,2.9,90.1,0.8,0.8,3.3,2.41,23.6,885,37.5,667300,32506,29.0,50.3,46.3,28.9,0.4,8.1,0.2,23.6,3.7,14.5,53083,46052,3521,49573,68.6,19.4,31.7,9.9,6.2
3603805,2017,3603805 _ 2017,3610,222517,2.9,1.62234795543711,2,0.5636,11.905051734631801,36.6,63.4,15.1,3.0,5.5,82.5,0.1,0.6,1.8,1.9,20.5,2210,33.4,1087800,118172,2.9,46.3,9.5,82.1,0.1,9.9,0.1,2.2,2.8,7.8,135920,73222,42230,115452,74.6,5.5,81.1,3.5,2.1
3603806,2017,3603806 _ 2017,8072,195455,7.2,4.12985086081195,2,0.5797,12.2901353965184,36.3,63.7,16.7,1.4,4.6,84.0,1.0,2.0,1.9,1.96,16.8,1919,32.8,1120200,112191,6.7,53.7,15.0,75.4,0.4,9.4,0.0,4.7,2.9,9.6,117386,62326,35502,97828,73.2,8.9,76.6,4.2,3.4
3603807,2017,3603807 _ 2017,4859,152195,6.9,3.1926147376720695,2,0.5628,9.56986301369863,23.4,76.6,18.9,2.4,6.7,78.9,0.7,1.8,2.7,1.72,22.7,2230,33.8,909900,103299,7.7,52.4,15.1,69.3,0.3,16.8,0.0,3.7,2.9,8.3,105506,65568,20015,85583,67.7,9.6,74.4,5.1,3.7
3603808,2017,3603808 _ 2017,2784,148802,3.6,1.8709425948576,2,0.5293,12.0507706255666,33.4,66.6,16.8,1.5,7.5,80.1,0.2,0.8,2.7,1.78,20.3,2372,34.9,781700,112907,3.9,49.7,9.0,76.0,0.2,15.9,0.0,1.2,3.0,7.6,96202,53267,26756,80023,75.1,6.1,79.4,3.9,2.4
3603809,2017,3603809 _ 2017,7454,159652,8.7,4.66890486808809,3,0.5753,10.7932011331445,12.2,87.8,7.0,2.0,3.0,86.5,0.2,1.0,3.4,2.08,19.6,1071,38.5,663000,43316,23.2,43.2,25.1,42.6,0.4,32.3,0.0,12.6,3.3,13.9,77765,63502,8814,72316,58.4,29.4,43.0,7.4,4.1
3603810,2017,3603810 _ 2017,1842,157712,2.5,1.16795170944506,1,0.5465,9.342709104367131,30.5,69.5,15.3,2.1,5.1,79.7,0.3,0.8,3.2,1.91,21.4,2628,31.0,1201100,133484,4.3,52.8,6.4,76.8,0.1,15.8,0.0,1.3,3.5,5.6,92575,54494,23902,78396,74.1,5.8,82.3,3.8,2.8
3603901,2017,3603901 _ 2017,949,165598,1.2,0.5730745540405079,1,0.4199,6.229554427523969,82.2,17.8,4.8,0.8,5.7,94.8,0.3,0.4,0.5,2.85,35.1,1288,42.2,504700,89975,5.6,69.4,9.9,92.0,0.1,4.7,0.0,1.1,0.9,9.0,60968,10310,47738,58048,83.3,7.2,33.4,3.5,3.2
3603902,2017,3603902 _ 2017,3586,136859,4.5,2.62021496576769,2,0.462,8.462471569370742,71.1,28.9,6.7,2.0,3.7,94.6,0.4,0.2,1.2,2.84,36.7,1309,45.3,467000,77120,8.7,66.5,13.7,76.3,0.3,14.0,0.1,2.9,1.8,10.5,50582,13662,33549,47211,69.8,13.8,32.7,5.6,3.2
3603903,2017,3603903 _ 2017,21844,173491,23.7,12.5908548570243,3,0.4871,8.043264503441499,56.1,43.9,10.0,3.6,8.1,93.0,0.5,0.7,1.8,2.79,32.3,1173,49.8,393000,62143,17.5,71.9,29.6,57.2,0.3,7.7,0.0,7.0,4.1,10.4,67629,26750,34141,60891,72.9,12.3,30.3,8.6,3.3
3604001,2017,3604001 _ 2017,6028,160799,6.8,3.74877953221102,2,0.5184,8.969072164948448,16.6,83.4,5.8,1.2,2.2,88.8,0.3,0.9,3.5,2.48,36.6,1659,40.3,830400,64900,20.4,57.0,23.0,74.1,0.4,7.5,0.0,8.1,2.9,9.2,68495,53817,10682,64499,71.5,22.0,47.8,8.5,4.1
3604002,2017,3604002 _ 2017,20269,135515,28.3,14.9570158285061,4,0.4958,10.0169082125604,13.5,86.5,7.8,1.9,3.6,87.8,0.5,0.6,4.2,2.9,45.6,1346,47.4,571000,45671,25.9,66.6,56.9,39.4,0.7,5.4,0.0,23.3,2.9,9.1,49900,39753,6230,45983,59.9,26.0,26.3,18.2,7.2
3604003,2017,3604003 _ 2017,42845,145259,55.0,29.4955906346595,5,0.5318,8.27319062181448,22.2,77.8,11.4,1.9,5.4,88.5,0.6,0.7,3.3,2.77,44.6,1188,45.5,762300,43021,25.8,70.7,19.3,30.3,0.5,3.3,0.0,7.3,3.5,10.5,58434,40311,11484,51795,76.7,12.1,31.6,8.8,6.8
3604004,2017,3604004 _ 2017,22379,139203,28.5,16.0765213393389,4,0.5444,8.010026737967909,31.8,68.2,9.3,2.0,2.4,83.8,0.5,0.8,3.1,2.23,28.8,1738,30.7,820200,85846,11.5,64.4,14.8,50.3,0.2,9.5,0.1,6.9,4.6,9.7,64464,39901,18600,58501,76.9,8.7,61.1,6.6,5.1
3604005,2017,3604005 _ 2017,5457,118940,7.8,4.58802757692954,3,0.5015,7.222031963470321,37.8,62.2,7.4,1.8,2.3,84.8,0.6,1.0,2.1,2.4,20.9,2097,28.5,1092200,114890,6.6,68.1,17.3,72.6,0.3,6.7,0.0,6.4,6.1,7.7,53168,30621,18586,49207,79.1,7.0,72.1,4.7,4.0
3604006,2017,3604006 _ 2017,45223,131395,61.5,34.4175957989269,5,0.5315,8.5770202020202,18.4,81.6,9.1,1.5,4.5,89.7,0.6,0.5,2.5,2.42,40.2,1235,43.8,789600,48363,21.7,69.0,12.6,23.9,0.2,4.0,0.0,6.5,3.9,9.8,58713,43506,9841,53347,67.8,7.6,39.1,10.3,5.1
3604007,2017,3604007 _ 2017,54736,121459,78.7,45.06541302003139,5,0.5517,9.65201465201465,17.1,82.9,9.8,2.1,4.9,92.0,0.7,0.8,2.5,2.56,50.1,943,54.3,440900,26951,30.2,69.1,21.5,7.7,0.4,1.4,0.0,9.6,2.2,14.1,49626,37110,7631,44741,67.0,10.1,13.6,9.5,8.3
3604008,2017,3604008 _ 2017,50592,158784,57.5,31.8621523579202,5,0.505,12.0276381909548,23.5,76.5,11.3,4.1,5.1,94.1,0.5,0.6,4.3,2.89,56.5,1137,48.7,435200,36895,24.6,74.8,37.1,21.3,0.4,4.6,0.1,13.8,2.2,11.7,61285,41566,12793,54359,59.4,15.9,14.6,7.8,5.1
3604009,2017,3604009 _ 2017,76053,211993,64.5,35.87524116362329,5,0.4391,8.023510553032331,58.5,41.5,6.5,1.3,3.4,94.9,0.6,0.5,2.5,3.07,45.4,1344,42.0,512400,72505,9.0,74.9,8.2,25.6,0.3,4.8,0.0,3.5,1.3,8.8,73367,28477,40104,68581,57.7,12.7,31.1,7.2,4.9
3604010,2017,3604010 _ 2017,70948,138044,89.6,51.3952073252007,5,0.4497,14.122847301951802,34.7,65.3,9.7,1.5,3.8,94.7,0.3,0.4,2.2,2.77,52.3,1267,50.4,440200,49070,13.7,71.9,7.4,3.6,0.1,1.5,0.0,3.7,1.4,8.6,54587,32206,17107,49313,46.2,8.7,23.7,10.4,4.9
3604011,2017,3604011 _ 2017,43063,110156,68.5,39.09274120338429,5,0.4944,7.8481012658227804,16.3,83.7,8.0,1.4,3.6,91.5,0.4,0.4,3.8,2.59,46.4,1268,48.1,613700,47788,15.8,63.9,8.9,23.3,0.1,1.9,0.1,3.9,2.2,8.1,45286,34893,6791,41684,56.7,10.6,30.7,10.5,6.6
3604012,2017,3604012 _ 2017,2021,149960,3.3,1.3476927180581497,1,0.4982,8.39902676399027,27.1,72.9,6.2,1.3,2.4,89.0,0.4,0.9,7.4,3.24,42.8,1385,50.2,762000,51714,23.8,56.0,41.1,37.5,0.6,32.2,0.0,23.3,3.1,8.5,48581,33230,12332,45562,48.3,49.3,27.3,16.2,4.5
3604013,2017,3604013 _ 2017,1310,124851,2.0,1.04925070684256,1,0.4839,9.454277286135689,40.1,59.9,10.1,1.9,5.3,89.9,0.3,0.8,4.3,2.59,37.8,1402,43.5,768500,64167,13.1,49.9,15.9,63.2,0.4,24.6,0.0,6.9,2.8,10.6,53436,28781,19259,48040,57.8,28.2,40.5,8.1,4.5
3604014,2017,3604014 _ 2017,1864,164461,2.5,1.13339940776233,1,0.5091,6.17219020172911,34.3,65.7,7.1,1.5,2.6,93.8,0.3,1.0,7.5,3.56,55.5,1405,61.0,793500,44591,26.3,54.6,10.8,74.4,0.3,14.4,0.0,6.3,2.1,9.3,49294,30094,15699,45793,67.9,30.9,28.7,7.5,3.5
3604015,2017,3604015 _ 2017,29698,164081,32.3,18.099597150188,4,0.5039,6.10235026535254,22.8,77.2,5.8,2.3,2.2,92.0,0.3,0.9,6.0,2.84,38.0,1332,50.1,705200,51313,16.2,61.5,15.7,44.6,0.2,10.8,0.0,9.6,2.5,10.2,60897,44286,13086,57372,56.1,26.2,37.3,11.2,4.9
3604016,2017,3604016 _ 2017,3801,154037,4.4,2.4675889559002098,2,0.4879,8.01932367149758,47.4,52.6,7.6,1.7,2.6,91.2,0.3,0.7,3.1,2.7,42.3,1307,48.0,562900,57692,12.5,49.5,10.0,71.9,0.3,17.3,0.1,3.8,2.1,11.3,61235,29740,26838,56578,49.3,34.6,39.9,7.4,4.1
3604017,2017,3604017 _ 2017,1247,191977,1.2,0.649556978179678,1,0.4739,7.31838281743525,36.1,63.9,6.2,0.9,2.3,90.0,0.3,0.7,4.0,3.0,51.9,1304,48.9,723300,51667,14.6,50.5,14.4,48.5,0.3,40.0,0.0,8.3,1.7,11.0,67871,40704,22952,63656,42.2,47.1,29.5,10.4,4.4
3604018,2017,3604018 _ 2017,7927,114207,12.3,6.9409055486966595,3,0.5423,6.49098621420997,30.1,69.9,8.3,3.0,1.9,91.6,0.4,0.6,3.7,2.47,41.3,998,46.5,465800,35857,18.8,44.6,15.7,62.6,0.3,14.0,0.0,8.1,2.6,19.4,49744,31902,13737,45639,43.9,43.8,36.6,9.1,5.4
3604101,2017,3604101 _ 2017,7257,173656,7.6,4.17895149030267,2,0.4671,10.4318996415771,18.2,81.8,11.3,0.6,2.3,87.0,0.2,0.4,2.5,2.38,46.3,1556,38.4,660000,59954,12.7,44.0,26.8,61.8,0.3,16.5,0.1,10.3,3.4,9.7,81890,59399,13219,72618,56.8,24.2,44.9,10.8,5.0
3604102,2017,3604102 _ 2017,6434,180187,6.4,3.5707348476860203,2,0.4284,11.5940919037199,34.6,65.4,10.9,2.4,1.9,92.4,0.4,1.3,7.6,3.32,44.3,1450,53.7,471800,53344,13.8,56.9,66.9,42.6,0.5,17.4,0.1,30.1,3.0,8.4,60464,35252,18614,53866,38.2,48.1,20.1,21.2,3.7
3604103,2017,3604103 _ 2017,3332,252138,2.5,1.32149854444788,1,0.4772,8.2772397094431,48.1,51.9,9.3,2.0,4.0,92.2,0.2,0.6,3.1,2.87,43.9,1454,56.4,586000,53236,13.8,49.0,17.4,32.4,0.3,52.7,0.1,9.5,2.5,8.5,96004,45222,41849,87071,41.5,53.2,26.2,17.0,2.8
3604104,2017,3604104 _ 2017,1372,121139,2.1,1.132583230834,1,0.4353,7.12774193548387,70.7,29.3,5.7,0.9,2.3,92.5,0.2,0.7,0.8,2.76,37.2,1699,43.6,627800,78380,6.9,53.8,11.5,46.9,0.1,44.3,0.0,3.9,2.7,8.6,46255,12793,30803,43596,55.7,31.4,42.1,7.9,3.2
3604105,2017,3604105 _ 2017,63797,205640,57.4,31.023633534331797,5,0.3959,7.725384615384621,72.0,28.0,5.8,0.9,2.8,93.0,0.3,0.6,0.7,3.34,36.3,1531,43.4,437500,82061,6.0,69.1,12.3,15.9,0.4,15.1,0.1,7.4,3.7,9.5,64223,16945,43584,60529,56.2,13.0,29.2,7.1,5.0
3604106,2017,3604106 _ 2017,12371,165028,12.6,7.49630365756114,3,0.4532,8.282569898869719,46.3,53.7,5.9,1.3,2.6,90.7,0.1,0.6,2.5,2.88,38.6,1443,48.9,529700,62657,10.9,54.3,19.2,38.3,0.3,34.6,0.0,10.0,4.2,9.1,58835,29764,25627,55391,50.9,27.7,39.3,9.0,5.3
3604107,2017,3604107 _ 2017,6510,143228,8.7,4.5452006590890095,2,0.4453,10.7663366336634,25.5,74.5,9.3,1.3,1.4,92.2,0.6,1.7,9.6,3.34,57.5,1437,54.9,506500,47035,15.9,50.1,49.7,32.3,0.6,34.5,0.0,21.4,2.5,10.8,46968,31736,10857,42593,35.3,50.7,22.0,19.5,3.6
3604108,2017,3604108 _ 2017,1853,116607,3.1,1.5890984246228799,1,0.4753,11.2615955473098,45.5,54.5,7.8,1.9,2.7,90.1,0.3,0.7,3.2,2.25,23.1,1591,44.9,368700,70478,7.9,51.7,15.8,59.3,0.3,29.4,0.1,3.9,4.0,11.1,56039,28160,23496,51656,47.3,25.8,55.7,6.2,3.1
3604109,2017,3604109 _ 2017,962,138893,2.0,0.6926194984628461,1,0.4512,8.997742663656881,28.2,71.8,10.7,1.0,3.2,89.5,0.2,0.7,4.5,2.63,35.8,1609,42.7,527700,63961,9.4,53.9,32.4,51.6,0.3,35.8,0.0,7.2,3.2,6.2,58651,37585,14777,52362,43.1,39.6,39.4,15.3,3.2
3604110,2017,3604110 _ 2017,1531,181598,1.8,0.8430709589312659,1,0.4319,9.78754098360656,42.7,57.3,8.2,0.2,3.4,93.0,0.4,0.6,1.5,2.93,41.9,1420,41.2,577100,68323,8.7,56.6,36.5,79.6,0.2,8.8,0.0,7.4,2.2,7.1,67293,35426,26353,61779,57.4,23.4,27.5,12.0,3.8
3604111,2017,3604111 _ 2017,5266,155032,6.3,3.39671809690903,2,0.4262,8.285054818234281,46.4,53.6,7.7,2.0,3.2,89.8,0.5,1.0,2.7,3.45,44.6,1459,46.8,458500,65330,12.3,69.2,42.2,38.7,0.6,26.9,0.0,22.3,5.2,8.6,48492,23994,20760,44754,45.7,26.6,26.2,12.6,4.7
3604112,2017,3604112 _ 2017,84438,244302,63.2,34.562958960630695,5,0.4276,9.56091370558376,48.9,51.1,6.7,1.9,2.9,92.3,0.2,0.4,3.4,3.38,46.5,1253,48.0,406200,58485,10.5,75.6,16.7,5.6,0.5,12.5,0.0,14.9,3.2,10.5,76446,36407,34880,71287,55.4,14.3,21.0,10.8,7.1
3604113,2017,3604113 _ 2017,11475,138868,15.8,8.263242791715879,3,0.4412,7.386303775241441,66.0,34.0,7.4,1.7,1.8,92.6,0.3,0.3,2.1,3.52,42.8,1464,50.2,457300,69462,10.7,64.7,25.7,32.4,0.6,22.6,0.0,22.4,6.1,11.6,42527,13367,25992,39359,51.5,13.3,21.3,10.0,5.7
3604114,2017,3604114 _ 2017,26490,123012,37.6,21.534484440542396,4,0.4975,7.14981818181818,37.1,62.9,11.4,1.7,3.1,91.4,0.7,0.9,2.0,2.87,41.2,1122,44.6,453400,51249,16.8,64.5,24.4,49.2,0.3,3.5,0.1,7.3,2.0,17.2,46348,25817,15239,41056,70.6,12.6,27.6,7.4,5.1
